,position,company,state,salary,currency,start_sal,end_sal,term
2392,Oracle DBA-HTC Global Services-Malaysia (Permanent position),HTC Global Services MSC Sdn Bhd,Kuala Lumpur,MYR 7K - 9.8K monthly,MYR,7000,9800,monthly
2393,Sales Executive – Penang,Agensi Pekerjaan AN Asia Sdn Bhd,Penang,MYR 3K - 4K monthly,MYR,3000,4000,monthly
2394,Customer Service Specialist,Lifework Recruitment Agency Sdn Bhd,Kuala Lumpur,MYR 2.8K - 3.8K monthly,MYR,2800,3800,monthly
2395,Childcare Teacher,KHALIFAH DIDIK SDN. BHD.,"Kuala Lumpur, Shah Alam/Subang",MYR 1.2K - 1.6K monthly,MYR,1200,1600,monthly
2398,Accounts Executive (Credit Control/ Accounts Receivable) - MUST SPEAK MANDARIN,Search Personnel Pte Ltd,Singapore,MYR 4K - 4.7K monthly,MYR,4000,4700,monthly
2402,Product Executive (产品主管人员),Haier Electrical  Appliances (M) Sdn Bhd,Selangor,MYR 3.6K - 5K monthly,MYR,3600,5000,monthly
2404,Barista (Petronas Sg Besi-Puchong Drive Thru),Berjaya Starbucks Coffee Company Sdn Bhd,Selangor,MYR 1.3K - 1.5K monthly,MYR,1300,1500,monthly
2405,Kindergarten Teacher,Eduwis Ampang Jaya,Ampang,MYR 2K - 2.8K monthly,MYR,2000,2800,monthly
2407,Machine Technician,Prestar Precision Tube Sdn Bhd,Selangor,MYR 1.2K - 1.4K monthly,MYR,1200,1400,monthly
2408,Marketing Automation Specialist,TDCX,Kuala Lumpur,MYR 9K - 12K monthly,MYR,9000,1000,monthly
2411,QUANTITY SURVEYOR,NC Contractor Sdn Bhd,Johor Bahru,MYR 2K - 3K monthly,MYR,2000,3000,monthly
2414,Account Payable Clerk,DS ELECTRICAL APPLIANCES & SERVICES SDN BHD,Klang/Port Klang,MYR 1.8K - 2.1K monthly,MYR,1800,2100,monthly
2416,Tax Senior | 高级税务助理,CK Partners PLT,Johor Bahru,MYR 2.5K - 5K monthly,MYR,2500,5000,monthly
2418,Accounts Executive,S L NG Group of Companies,Subang Jaya,MYR 3K - 3.5K monthly,MYR,3000,3500,monthly
2419,BPO SALES TEAM LEADER,SRG Asia Pacific Sdn. Bhd.,Kuala Lumpur,MYR 3.5K - 4K monthly,MYR,3500,4000,monthly
2420,Lifting Supervisor,Conspec Builders (M) Sdn Bhd,Selangor,MYR 3K - 4.5K monthly,MYR,3000,4500,monthly
2421,"Manager, Productivity & Analytics",Hong Leong Bank Berhad,Kuala Lumpur,MYR 7.5K - 11K monthly,MYR,7500,1000,monthly
2422,Quantity Surveyor,WM ENGINEERING CONSTRUCTION SDN. BHD.,Johor Bahru,MYR 4K - 5K monthly,MYR,4000,5000,monthly
2424,Brand Designer 设计师,HAI DI LAO MALAYSIA SDN. BHD.,"Kuala Lumpur, Selangor",MYR 3K - 3.5K monthly,MYR,3000,3500,monthly
2426,Senior Finance Executive,Ambition Group Malaysia Sdn Bhd,Shah Alam/Subang,MYR 6K - 8K monthly,MYR,6000,8000,monthly
2428,Admin Cum account assistant,Magna Infinity Sdn Bhd,Selangor,MYR 1.7K - 2.4K monthly,MYR,1700,2400,monthly
2431,Logistics Assistant (Manufacturing),Agensi Pekerjaan Adecco Personnel Sdn Bhd,Johor Bahru,MYR 3K - 4K monthly,MYR,3000,4000,monthly
2432,Contract Manager,China Railway Engineering Corporation(M) Sdn Bhd,Kuala Lumpur,MYR 10K - 11K monthly,MYR,1000,1000,monthly
2434,BPO SALES TEAM LEADER (BROADCASTING),SRG Asia Pacific Sdn. Bhd.,Kuala Lumpur,MYR 3.8K - 4.5K monthly,MYR,3800,4500,monthly
2436,SOC LEAD,Tata Consultancy Services,Kuala Lumpur,MYR 5K - 10K monthly,MYR,5000,1000,monthly
2439,"Sales Consultant/ Assistant Sales Manager, PF (Ampang Point Sales Hub)",RHB Banking Group,Kuala Lumpur,MYR 1.8K - 3.5K monthly,MYR,1800,3500,monthly
2441,Warehouse cum Logistics Executive,SHINMAX PRODUCTS SDN BHD,Kajang/Bangi/Serdang,MYR 3K - 4K monthly,MYR,3000,4000,monthly
2444,Senior Sales E-Commerce,MEGA ELECTRIC ENTERPRISE,Selangor - Others,MYR 4K - 5.6K monthly,MYR,4000,5600,monthly
2446,Mold Maker,Agensi Pekerjaan Adecco Personnel Sdn Bhd,Johor,MYR 3K - 4K monthly,MYR,3000,4000,monthly
2450,Conveyancing Clerk,Hariati & Khoo,Kuala Lumpur,MYR 2.4K - 3.4K monthly,MYR,2400,3400,monthly
2452,QAQC Manager (Buildings),ANCUBIC CAPITAL SDN BHD,Kuala Lumpur,MYR 5K - 6K monthly,MYR,5000,6000,monthly
2453,Application Developer,MEO Design Studio,Kuching,MYR 2.2K - 3K monthly,MYR,2200,3000,monthly
2459,电话专员Telemarketing Executive,MILLION EXPRESS SOLUTIONS,Kuala Lumpur,MYR 2K - 4K monthly,MYR,2000,4000,monthly
2460,Customer Service Representative,DEFI TECH SDN. BHD.,Kuala Lumpur,MYR 2.8K - 3.3K monthly,MYR,2800,3300,monthly
2463,Telemarketing Sales Executive（Fresh Graduated Welcome）,MILLION DOLLAR GROUP CONSULTANCY,Puchong,MYR 1.5K - 3K monthly,MYR,1500,3000,monthly
2466,Senior Restaurant Manager,Positano Risto,Kuala Lumpur,MYR 5K - 6K monthly,MYR,5000,6000,monthly
2467,PENYELIA PENGELUARAN,SABIT BANANI INDUSTRIES SDN BHD,Kelantan,MYR 1.2K - 1.3K monthly,MYR,1200,1300,monthly
2468,ELECTRICAL SITE SUPERVISOR,ADAPTASI MASA SDN. BHD.,Kuala Lumpur,MYR 2.5K - 3.5K monthly,MYR,2500,3500,monthly
2469,Business Development Associate,Rockingham Business Solutions Sdn. Bhd.,Petaling Jaya,MYR 2K - 4K monthly,MYR,2000,4000,monthly
2470,Tax Semi Senior,TR & Partners,Selangor,MYR 2.5K - 3.5K monthly,MYR,2500,3500,monthly
2471,Application Security Manager,CAPITAL DK CONSULTING SDN. BHD.,Kuala Lumpur,MYR 9K - 13K monthly,MYR,9000,1000,monthly
2477,Automation Manager,Agensi Pekerjaan Adecco Personnel Sdn Bhd,Johor,MYR 11K - 12K monthly,MYR,1000,1000,monthly
2479,"Up to RM 4,800 Basic Mandarin Speaking Personal Assistant (Publika & SS13)",Company Confidential,"Kuala Lumpur, Selangor",MYR 4K - 4.8K monthly,MYR,4000,4800,monthly
2481,English Teacher,LUCA ACADEMY SDN. BHD.,Johor,MYR 2K - 3K monthly,MYR,2000,3000,monthly
2484,Finance Executive,Company Confidential,Penang,MYR 3K - 4.5K monthly,MYR,3000,4500,monthly
2487,家族及企业信托顾问 ( Sales Consultant),IIE PREMIER ADVISORY,Bukit Mertajam,MYR 3K - 3.6K monthly,MYR,3000,3600,monthly
2491,Medical Product Specialist (Sales Representative),ORALIX MARKETING SDN. BHD,Melaka,MYR 2.5K - 3.5K monthly,MYR,2500,3500,monthly
2492,PURCHASE EXECUTIVE,KOM Technologies (M) Sdn Bhd,Johor - Others,MYR 2.5K - 3.5K monthly,MYR,2500,3500,monthly
2493,HOSTESS,IRDECO F N B SDN. BHD.,Alor Setar,MYR 1.5K - 2.5K monthly,MYR,1500,2500,monthly
2495,JUNIOR NET SOFTWARE DEVELOPER,Baloy Sdn. Bhd.,Shah Alam/Subang,MYR 6K - 8K monthly,MYR,6000,8000,monthly
2496,Manager / Assistant Manager – Beauty Salon,RUYI BEAUTE,Rawang,MYR 6K - 6.5K monthly,MYR,6000,6500,monthly
2497,RESEARCH AND DEVELOPMENT OFFICER,Dee Noon Corporation Sdn Bhd,Penang - Others,MYR 2.5K - 3.5K monthly,MYR,2500,3500,monthly
2498,Onsite Technical Engineer (1 Year Contract) @ Kedah,ASK Resources,"Kulim, Sungai Petani",MYR 2.5K - 3.5K monthly,MYR,2500,3500,monthly
2500,Senior Retail Assistant - Swatch (Aeon Melaka),The Swatch Group (Malaysia) Sdn Bhd,Melaka,MYR 1.4K - 2.5K monthly,MYR,1400,2500,monthly
2501,Digital Product Owner (1 Year Contract),Amway Business Services Asia Pacific Sdn Bhd,Kuala Lumpur,MYR 8K - 10K monthly,MYR,8000,1000,monthly
2502,OEM Account Specialist,Agensi Pekerjaan Adecco Personnel Sdn Bhd,Selangor,MYR 3.5K - 4K monthly,MYR,3500,4000,monthly
2509,Maintenance Technician,Company Confidential,Klang/Port Klang,MYR 1.6K - 2.3K monthly,MYR,1600,2300,monthly
2516,Customer Service Executive,Agensi Pekerjaan Execsearch Sdn Bhd,Selangor,MYR 2.5K - 4K monthly,MYR,2500,4000,monthly
2517,Software Developer,CODEZERO SDN. BHD.,Petaling Jaya,MYR 5K - 10K monthly,MYR,5000,1000,monthly
2518,Quantity Surveyor,Villamas Group of Companies,Kuala Lumpur,MYR 3.8K - 4.5K monthly,MYR,3800,4500,monthly
2520,Beauty Consultant,LACO MALAYSIA DERMALOGY SDN. BHD.,Puchong,MYR 3K - 6K monthly,MYR,3000,6000,monthly
2521,C&S SITE ENGINEER,KIDE INTERNATIONAL SDN BHD,"Kedah, Penang, Selangor",MYR 4.5K - 6.3K monthly,MYR,4500,6300,monthly
2525,SITE SUPERVISOR (CONTRACT),ULIK CONSTRUCTION SDN. BHD,Selangor,MYR 5.8K - 8K monthly,MYR,5800,8000,monthly
2527,Indoor Technical Sales Support Specialist (SMT equipment),Agensi Pekerjaan Career Wise Sdn Bhd,Penang,MYR 4K - 6K monthly,MYR,4000,6000,monthly
2528,"Quatity Surveyor (QS) -- Masai, Johor",Agensi Pekerjaan Nala Sdn Bhd,Johor,MYR 3K - 4K monthly,MYR,3000,4000,monthly
2529,"Personal Banker Wealth - Southern Region (Melaka, 1 Lagenda)",RHB Banking Group,Melaka,MYR 2.5K - 5K monthly,MYR,2500,5000,monthly
2531,Assistant F&B Manager,Royal Selangor Club,Kuala Lumpur,MYR 3.5K - 4K monthly,MYR,3500,4000,monthly
2533,Marketing Assistant,Summit Legacy Sdn Bhd,Kota Kinabalu,MYR 1.4K - 1.8K monthly,MYR,1400,1800,monthly
2534,Admin Cum Account Executive,Agromaster Fertilizer Sdn Bhd,Selangor,MYR 2.5K - 3.5K monthly,MYR,2500,3500,monthly
2535,Quality Assurance Manager (Metal Fabrication),Agensi Pekerjaan Adecco Personnel Sdn Bhd,Penang,MYR 8K - 11K monthly,MYR,8000,1000,monthly
2538,Production Supervisor,Agensi Pekerjaan CareerMaster Sdn Bhd,Johor,MYR 3K - 5K monthly,MYR,3000,5000,monthly
2539,Chargeman BO 11kv,Atom Corporation Sdn Bhd,Semenyih,MYR 4K - 5.5K monthly,MYR,4000,5500,monthly
2541,Programmer,Trio-Tech (M) Sdn Bhd,Selangor,MYR 2.8K - 4.5K monthly,MYR,2800,4500,monthly
2543,Content Writer,ViTrox Corporation Bhd / ViE Technologies Sdn Bhd,Penang,MYR 2.5K - 3.5K monthly,MYR,2500,3500,monthly
2544,IT Software Support,Madsoft Solutions Sdn Bhd,Kuala Lumpur,MYR 4.5K - 5.5K monthly,MYR,4500,5500,monthly
2546,HR cum Admin Executive,Ban Cheong Construction Sdn Bhd,Bukit Mertajam,MYR 3.2K - 4.5K monthly,MYR,3200,4500,monthly
2547,会计书记,OCM Enterprise,Kulim,MYR 1.8K - 2.5K monthly,MYR,1800,2500,monthly
2549,Customer Service Executive (Manufacturing),Agensi Pekerjaan & Perundingcara Bright Prospect Sdn Bhd,"Klang/Port Klang, Shah Alam/Subang",MYR 3K - 4K monthly,MYR,3000,4000,monthly
2552,Plantation Assistant Manager,Twin Arrow Fertilizer Sdn Bhd,Kelantan - Others,MYR 3.3K - 5K monthly,MYR,3300,5000,monthly
2555,Procurement Associate,Agensi Pekerjaan Adecco Personnel Sdn Bhd,Kuala Lumpur,MYR 4K - 5.5K monthly,MYR,4000,5500,monthly
2559,Sales Executive(Healthcare Industry - Antimicrobial flooring & Walling material),AGENSI PEKERJAAN DREAM CAREER SDN BHD,"Kuala Lumpur, Selangor",MYR 3.5K - 6K monthly,MYR,3500,6000,monthly
2560,Distribution Sales Executive,Hypergear Malaysia Sdn Bhd,Puchong,MYR 2.5K - 3.5K monthly,MYR,2500,3500,monthly
2561,Internship for Accounting Students,Thomas Duryea Logicalis Asia Pacific MSC Sdn Bhd,Selangor,MYR 0 - 800 monthly,MYR,0,800,monthly
2563,Junior Structure Designer,Percetakan Tenaga Sdn. Bhd.,Selangor,MYR 2K - 2.5K monthly,MYR,2000,2500,monthly
2564,HVAC Junior Service Technician,PRONTO SOLUTIONS M&E SDN. BHD.,Petaling Jaya,MYR 1.6K - 2.3K monthly,MYR,1600,2300,monthly
2570,ACCOUNTS EXECUTIVE (GL),Caring Pharmacy Retail Management Sdn Bhd,Petaling Jaya,MYR 2.4K - 3K monthly,MYR,2400,3000,monthly
2578,"Bank Inbound Customer Service@Jalan Raja Laut, KL",Agensi Pekerjaan Adecco Personnel Sdn Bhd,Kuala Lumpur,MYR 2K - 2.2K monthly,MYR,2000,2200,monthly
2579,Property Sales 房产销售,FLP Realty Sdn Bhd (ISG Group ),Kuala Lumpur,MYR 10K - 14K monthly,MYR,1000,1000,monthly
2580,QA Assistant Manager (QMS),Agensi Pekerjaan Adecco Personnel Sdn Bhd,Johor,MYR 8.4K - 9.6K monthly,MYR,8400,9600,monthly
2581,Software Engineer,NEPTRIX SDN. BHD.,Penang,MYR 3K - 4.5K monthly,MYR,3000,4500,monthly
2583,Sales Associate,Bakhache Luxuries (M) Sdn. Bhd.,Petaling Jaya,MYR 1.6K - 1.9K monthly,MYR,1600,1900,monthly
2585,Manager Content Development,Company Confidential,Petaling Jaya,MYR 10K - 14K monthly,MYR,1000,1000,monthly
2586,Retail Outlet Assistant,Company Confidential,Petaling Jaya,MYR 1.2K - 1.8K monthly,MYR,1200,1800,monthly
2589,JUNIOR GRAPHIC DESIGNER CUM MARKETING EXECUTIVE,YBS AGRO PREMIERE SDN BHD,Cameron Highlands,MYR 1.5K - 2K monthly,MYR,1500,2000,monthly
2590,Admin Officer,Fook Huat Plastic Industries (M) Sdn Bhd,Melaka - Others,MYR 2K - 3K monthly,MYR,2000,3000,monthly
2593,SENIOR ACCOUNT CUM ADMIN EXECUTIVE,Vino Musica Sdn Bhd,Kuala Lumpur,MYR 4.5K - 5.5K monthly,MYR,4500,5500,monthly
2594,Automation Engineer,ImP Automation Sdn Bhd,Puchong,MYR 2.9K - 4K monthly,MYR,2900,4000,monthly
2596,Data Intelligence/Analyst Specialist,Company Confidential,Selangor,MYR 7.5K - 11K monthly,MYR,7500,1000,monthly
2600,SALES REPRESENTATIVE - BROADCASTING,SRG Asia Pacific Sdn. Bhd.,Kuala Lumpur,MYR 2.3K - 3.5K monthly,MYR,2300,3500,monthly
2602,Finance Executive Cum Secretary,ASIA CARGO NETWORK SDN. BHD.,Kuala Lumpur,MYR 2.8K - 3.5K monthly,MYR,2800,3500,monthly
2603,Head of Business Intelligence and Automation,OHR Marketing Sdn Bhd,Alor Setar,MYR 4.5K - 6.5K monthly,MYR,4500,6500,monthly
2606,Electrical Engineer,Jetama Water Sdn. Bhd.,Kota Kinabalu,MYR 3.5K - 4K monthly,MYR,3500,4000,monthly
2608,Technician,BPE Synergy Engineering Sdn Bhd,"Melaka, Penang",MYR 1.4K - 2K monthly,MYR,1400,2000,monthly
2609,Operation and Sales Support Executive,SRG Asia Pacific Sdn. Bhd.,Kuala Lumpur,MYR 2.6K - 3.5K monthly,MYR,2600,3500,monthly
2610,Senior Marketing and Business Development Executive,Shimmer,"Johor, Kuala Lumpur, Melaka, Negeri Sembilan, Penang, Perak, Selangor",MYR 4.5K - 5.5K monthly,MYR,4500,5500,monthly
2611,Assistant Manager / Senior – Audit / Assurance,MASICON CONSULTING GROUP SDN BHD,Kuala Lumpur,MYR 4K - 6K monthly,MYR,4000,6000,monthly
2618,Recruitment Consultant,EPS Malaysia,Kuala Lumpur,MYR 2.6K - 3.5K monthly,MYR,2600,3500,monthly
2619,Accounts Assistant,Business Media International Sdn. Bhd.,Petaling Jaya,MYR 2.2K - 2.8K monthly,MYR,2200,2800,monthly
2620,Programmer,Lifewood Data Technology,Selangor,MYR 5K - 10K monthly,MYR,5000,1000,monthly
2622,HR Manager,Company Confidential,Selangor,MYR 4.5K - 6K monthly,MYR,4500,6000,monthly
2624,Human Resource Internship 人力资源部实习生,J&T EXPRESS (MALAYSIA) SDN. BHD. - PENANG,Butterworth,MYR 500 - 1K monthly,MYR,500,1000,monthly
2625,Account Payable Executive – Shah Alam,Agensi Pekerjaan AN Asia Sdn Bhd,Shah Alam/Subang,MYR 2.8K - 3.2K monthly,MYR,2800,3200,monthly
2626,Finance Assistant Manager,JDH Development Sdn Bhd,Petaling Jaya,MYR 3.5K - 5K monthly,MYR,3500,5000,monthly
2628,Education Consultant,Globalfront International Sdn.Bhd.,Petaling Jaya,MYR 2.5K - 3K monthly,MYR,2500,3000,monthly
2630,PREMIUM SALES ADVISOR,Company Confidential,Kuala Lumpur,MYR 2.8K - 3.9K monthly,MYR,2800,3900,monthly
2632,Personal family driver,Pow Pocket,Kuala Lumpur,MYR 2K - 2.8K monthly,MYR,2000,2800,monthly
2633,Accounting Subject Matter Expert 1,Amway Business Services Asia Pacific Sdn Bhd,Kuala Lumpur,MYR 6K - 8K monthly,MYR,6000,8000,monthly
2634,Account Executive,AGRO FOODSTUFF SDN. BHD.,Klang/Port Klang,MYR 2.2K - 3K monthly,MYR,2200,3000,monthly
2639,Sales & Marketing Executive (Building Material industry),AGENSI PEKERJAAN DREAM CAREER SDN BHD,"Kuala Lumpur, Selangor",MYR 3K - 5.5K monthly,MYR,3000,5500,monthly
2643,Exec - Technical & Automation Support,Oriental Shield Sdn Bhd,Selangor,MYR 4K - 7K monthly,MYR,4000,7000,monthly
2645,"QA Engineer (Polymer, Kulai)",Agensi Pekerjaan Adecco Personnel Sdn Bhd,Johor,MYR 5K - 6K monthly,MYR,5000,6000,monthly
2651,Assistant Finance Manager,Company Confidential,Perai,MYR 5K - 7K monthly,MYR,5000,7000,monthly
2652,Business Development Executive-Microbulk,Air Products Malaysia Sdn Bhd,Shah Alam/Subang,MYR 3K - 3.5K monthly,MYR,3000,3500,monthly
2656,"Associate - Sales, eGHL",GHL ePayments Sdn Bhd (eGHL),Kuala Lumpur,MYR 2.5K - 4K monthly,MYR,2500,4000,monthly
2657,Admin Accounts Assistant,Institut Memandu Bunga Raya Sdn Bhd,Johor Bahru,MYR 1.8K - 3.5K monthly,MYR,1800,3500,monthly
2660,Sales Executive (FMCG) Fresh Graduate Welcome! @Sabah (Sandakan/Tawau/KK) ref:DL,Capita Global Sdn Bhd,"Kota Kinabalu, Sandakan, Tawau",MYR 2.5K - 4K monthly,MYR,2500,4000,monthly
2661,Software Engineer II -  Web,TSYS Card Tech Services (M) Sdn Bhd,Kuala Lumpur,MYR 5K - 7K monthly,MYR,5000,7000,monthly
2663,Sales & Marketing Manager,XEGO EMPIRE SDN BHD,Kemaman,MYR 2K - 2.8K monthly,MYR,2000,2800,monthly
2665,Business Development Manager (Bandar Labuan),Maxim E-hailing service,Labuan,MYR 2.1K - 2.2K monthly,MYR,2100,2200,monthly
2667,JUNIOR FRONTEND DEVELOPER,Baloy Sdn. Bhd.,Shah Alam/Subang,MYR 6K - 8K monthly,MYR,6000,8000,monthly
2668,Internship for Graphic Designer (E-Commerce),ZA FASHION SDN. BHD.,Klang/Port Klang,MYR 600 - 1K monthly,MYR,600,1000,monthly
2672,Graphic &Creative Designer,Big Bath Sdn Bhd,Kuala Lumpur,MYR 3.5K - 5K monthly,MYR,3500,5000,monthly
2674,Internship for Business Studies/Administration Students,Agensi Pekerjaan JobBuilder Sdn Bhd,Johor,MYR 700 - 1.1K monthly,MYR,700,1100,monthly
2676,Lorry Driver,F&C UNITED SDN. BHD.,Kota Kinabalu,MYR 1.2K - 1.5K monthly,MYR,1200,1500,monthly
2677,Consulting Sales Engineer/Executive (Petaling Jaya),Daikin Malaysia Sales & Service Sdn. Bhd.,Petaling Jaya,MYR 3K - 4.5K monthly,MYR,3000,4500,monthly
2678,INTERN - Digital Marketing /  Multimedia,Big Bath Sdn Bhd,Kuala Lumpur,MYR 500 - 800 monthly,MYR,500,800,monthly
2680,Customer Sales Support (Commission | Home based | Support China Taiwan Market),TWY Search International (M) Sdn Bhd,Kuala Lumpur,MYR 2.6K - 3K monthly,MYR,2600,3000,monthly
2682,C&S Engineer,PERUNDING JURUTERA TEGAS,Kuala Lumpur,MYR 2.8K - 4.5K monthly,MYR,2800,4500,monthly
2683,Marketing Service Engineer,Torrecid Malaysia Sdn. Bhd.,Johor,MYR 2.8K - 3.2K monthly,MYR,2800,3200,monthly
2684,IT Executive (Hardware/Networking),Upright Talent Human Resource Management,Johor,MYR 3K - 5K monthly,MYR,3000,5000,monthly
2685,Management Trainee,Indah Putrajaya Sdn Bhd,Putrajaya,MYR 2.5K - 4K monthly,MYR,2500,4000,monthly
2686,Digital Marketing Executive,Exaltech Sdn Bhd,Petaling Jaya,MYR 3.5K - 4K monthly,MYR,3500,4000,monthly
2687,"Wireman, PW2, PW4",KGIA PERSPECTIVE SDN BHD,Subang Jaya,MYR 1.5K - 2K monthly,MYR,1500,2000,monthly
2691,Content Writer cum Social Media Expert,Phatjuice (Malaysia) Sdn. Bhd.,Subang Jaya,MYR 2K - 3.5K monthly,MYR,2000,3500,monthly
2693,Digital Marketing Manager,PLANTATIONS INTERNATIONAL AGARWOOD SDN. BHD.,Kuala Lumpur,MYR 4K - 5K monthly,MYR,4000,5000,monthly
2695,Blockchain Developer,LedgerX International Sdn. Bhd.,Petaling Jaya,MYR 6K - 7K monthly,MYR,6000,7000,monthly
2696,IT Support,Globalfront International Sdn.Bhd.,Petaling Jaya,MYR 2.5K - 3.5K monthly,MYR,2500,3500,monthly
2697,Internship for Education Students,Fast Track Sdn Bhd,Gelugor,MYR 300 - 600 monthly,MYR,300,600,monthly
2698,Property Real Estate Sales Negotiator l Listing provided!,XY Properties,Johor,MYR 5K - 10K monthly,MYR,5000,1000,monthly
2703,Customer Service Representative - Mandarin Speaker,Startek,"Kuala Lumpur, Selangor, Putrajaya",MYR 2K - 3.8K monthly,MYR,2000,3800,monthly
2704,CALL CENTRE SALES PROFESIONAL,SRG Asia Pacific Sdn. Bhd.,Kuala Lumpur,MYR 2.3K - 3.5K monthly,MYR,2300,3500,monthly
2705,Optometrist/Optician,Clearlab Visioncare Malaysia Sdn Bhd,Puchong,MYR 3.3K - 4K monthly,MYR,3300,4000,monthly
2707,RETAIL OPERATIONS MANAGER,Intelek Talent Solutions Sdn Bhd,"Kuala Lumpur, Negeri Sembilan, Selangor, Putrajaya",MYR 4K - 6.3K monthly,MYR,4000,6300,monthly
2708,Sale Executive,Vitals Agency,Kuching,MYR 2.4K - 3.2K monthly,MYR,2400,3200,monthly
2709,Customer Support Team Lead - Based in KL,Kelly Services (Malaysia) Sdn Bhd,Kuala Lumpur,MYR 10K - 14K monthly,MYR,1000,1000,monthly
2711,SALES OPERATION EXECUTIVE,SRG Asia Pacific Sdn. Bhd.,Kuala Lumpur,MYR 2.3K - 4K monthly,MYR,2300,4000,monthly
2712,DOT NET DEVELOPERS,CMG Holdings Sdn Bhd,Selangor,MYR 4K - 8K monthly,MYR,4000,8000,monthly
2714,"Executive, Leasing",IKHASAS SDN BHD,Selangor,MYR 3K - 4.2K monthly,MYR,3000,4200,monthly
2716,Supplier Quality Engineer,ACO Tech Sdn Bhd,Subang Jaya,MYR 2.5K - 4.5K monthly,MYR,2500,4500,monthly
2718,IT Security Manager,Agensi Pekerjaan Hays (Malaysia) Sdn Bhd,Selangor,MYR 15K - 20K monthly,MYR,1000,2000,monthly
2720,Senior Engineer Manufacturing Engineering and Analytics,Infineon Technologies (Kulim) Sdn Bhd,Kulim,MYR 5K - 7K monthly,MYR,5000,7000,monthly
2722,Internship for Finance,ASPIRATIO ADVISORY,"Johor Bahru, Kuala Lumpur, Penang, Selangor",MYR 500 - 800 monthly,MYR,500,800,monthly
2723,Sales Admin,Anpers Industries Sdn Bhd,Kedah,MYR 1.3K - 2K monthly,MYR,1300,2000,monthly
2726,Graphic Designer cum Photographer,Khatam Festive Apparel Sdn Bhd,Shah Alam/Subang,MYR 2.6K - 2.8K monthly,MYR,2600,2800,monthly
2727,Sales Executive,NK AUTOMATION MALAYSIA SDN. BHD.,Penang,MYR 3.5K - 6K monthly,MYR,3500,6000,monthly
2728,Global Support (Night Shift - Working from Home),EPS Malaysia,Kuala Lumpur,MYR 3.3K - 3.8K monthly,MYR,3300,3800,monthly
2731,Wealth Consultant,FREEDOM WEALTH MANAGEMENT,Petaling Jaya,MYR 10K - 15K monthly,MYR,1000,1000,monthly
2732,Content Writer,L CORPORATE BOARDS SDN. BHD.,Nilai,MYR 2K - 2.5K monthly,MYR,2000,2500,monthly
2735,Tax Manager,"Foo, Lee, An & Associates",Kuala Lumpur,MYR 7K - 10K monthly,MYR,7000,1000,monthly
2736,"Business Development Executive - Bukit Rambai, Melaka - Salary >RM5000",Kelly Contingent Workforce Recruitment Johor Bahru,Melaka,MYR 5K - 7K monthly,MYR,5000,7000,monthly
2737,"Mandarin Language Teacher (Pre-school, Primary)",Mandarin Pie,George Town,MYR 1.6K - 2.3K monthly,MYR,1600,2300,monthly
2739,Barista (Ampang Drive Thru),Berjaya Starbucks Coffee Company Sdn Bhd,Kuala Lumpur,MYR 1.3K - 1.5K monthly,MYR,1300,1500,monthly
2743,Senior Project Consultant/Manager (Dev & Implementation),Cardzone Sdn Bhd,Kuala Lumpur,MYR 5K - 8K monthly,MYR,5000,8000,monthly
2744,"Sales Consultant/Assistant Sales Manager, PF (Mydin Subang Jaya Sales Ctr)",RHB Banking Group,Shah Alam/Subang,MYR 1.8K - 3.5K monthly,MYR,1800,3500,monthly
2750,Finance Analyst,STAR GLORY ASIA (M) SDN. BHD.,Shah Alam/Subang,MYR 4.5K - 6.5K monthly,MYR,4500,6500,monthly
2752,Logistic Executive,Best Eternity Recycle Technology Sdn Bhd,Selangor,MYR 3K - 4K monthly,MYR,3000,4000,monthly
2754,SMT Process Engineer,Kaltech Sdn. Bhd.,Bukit Mertajam,MYR 2.8K - 4K monthly,MYR,2800,4000,monthly
2762,"QA Inspector (Penang, Up to RM 1,800)",Capita Penang,Penang,MYR 1.5K - 1.8K monthly,MYR,1500,1800,monthly
2767,Store Supervisor/Manager,C.H. Food Marketing Sdn Bhd,Petaling Jaya,MYR 2K - 4K monthly,MYR,2000,4000,monthly
2768,Internship for Accounting Students,CryoCord Sdn Bhd,Selangor,MYR 500 - 500 monthly,MYR,500,500,monthly
2769,"Event Executive (49024),Bukit Bintang  up tp MYR 3.5K (CJ)",Agensi Pekerjaan Reeracoen Malaysia Sdn Bhd,Kuala Lumpur,MYR 2.8K - 3.5K monthly,MYR,2800,3500,monthly
2776,Technical Support Engineer,Jie Business Sdn Bhd (Formerly known as Oppo Electronics Sdn Bhd),Ipoh,MYR 2K - 2.8K monthly,MYR,2000,2800,monthly
2781,Internship for Business Studies/Administration Students,CryoCord Sdn Bhd,Selangor,MYR 500 - 500 monthly,MYR,500,500,monthly
2784,Sales Support Executive,HT Tyrehub Sdn Bhd,Puchong,MYR 2K - 2.5K monthly,MYR,2000,2500,monthly
2785,Sales Manager,Acts Group Advisory,Subang Jaya,MYR 5K - 10K monthly,MYR,5000,1000,monthly
2788,"Store Hand – Rawang, Selangor",Prestar Storage System Sdn Bhd,Selangor,MYR 1.6K - 2K monthly,MYR,1600,2000,monthly
2789,Property Agent,CSO AGENCY SDN. BHD.,Seremban,MYR 2K - 4K monthly,MYR,2000,4000,monthly
2790,IT Manager,LYC Mother & Child Centre Sdn. Bhd.,Johor - Others,MYR 5K - 7K monthly,MYR,5000,7000,monthly
