,position,company,state,salary,currency,start_sal,end_sal,term
5505,Customer Service Executive,Company Confidential,Johor,MYR 3.5K - 4.9K monthly,MYR,3500,4900,monthly
5510,Hotel Manager,VIP Hotel Management Sdn Bhd,Segamat,MYR 5K - 6K monthly,MYR,5000,6000,monthly
5511,Regulatory Affair,Atomy Malaysia Sdn Bhd,Kuala Lumpur,MYR 5K - 7K monthly,MYR,5000,7000,monthly
5515,Web Application Developer,FOODCRUSH SOLUTIONS (M) SDN. BHD.,Bayan Lepas,MYR 2.6K - 3.5K monthly,MYR,2600,3500,monthly
5516,Internship for Computer Science / IT Students,Resourceleap Consultancy Sdn Bhd,Puchong,MYR 600 - 800 monthly,MYR,600,800,monthly
5517,Senior Graphic Designer,Ice-Cube Gift & Premium Sdn Bhd,Selangor,MYR 3K - 4.2K monthly,MYR,3000,4200,monthly
5518,AVP/Senior Associate/Associate - Software Developer,Phillip Futures Pte Ltd,Kuala Lumpur,MYR 4K - 7K monthly,MYR,4000,7000,monthly
5519,实习生 Intern,BEYOND THINK CREATIVE SDN. BHD.,Subang Jaya,MYR 800 - 1K monthly,MYR,800,1000,monthly
5520,Developer Cum Programmer,MAP2U SDN. BHD.,Nilai,MYR 3K - 4K monthly,MYR,3000,4000,monthly
5524,Sales & Marketing Senior Executive/ Assistant Manager,Integrated Cold Chain Logistics Sdn. Bhd.(Penang),"Johor, Kuala Lumpur, Penang",MYR 3.5K - 6K monthly,MYR,3500,6000,monthly
5525,Graphic Designer,Business Media International Sdn. Bhd.,Selangor,MYR 2K - 3K monthly,MYR,2000,3000,monthly
5528,Barista (Teknologi Park Malaysia),Berjaya Starbucks Coffee Company Sdn Bhd,Selangor,MYR 1.3K - 1.5K monthly,MYR,1300,1500,monthly
5529,Software Engineer (c#.net),STGW Solution Sdn Bhd,Kuala Lumpur,MYR 5K - 10K monthly,MYR,5000,1000,monthly
5532,LEGAL MANAGER (REF: MY1),JAC Recruitment Malaysia,"Kuala Lumpur, Selangor",MYR 7.5K - 9K monthly,MYR,7500,9000,monthly
5533,Communication Executive,Omniraise Sdn Bhd,Kuala Lumpur,MYR 2.3K - 3.2K monthly,MYR,2300,3200,monthly
5536,Admin Executive,Nikmat Mujur Sdn Bhd,Shah Alam/Subang,MYR 3K - 4K monthly,MYR,3000,4000,monthly
5538,Mid-Level PHP Developer,EM2Ai Sdn Bhd,"Johor, Subang Jaya",MYR 4K - 8K monthly,MYR,4000,8000,monthly
5539,Office Admin Executive,K & K Gypsum Marketing Sdn Bhd,Petaling Jaya,MYR 2K - 2.8K monthly,MYR,2000,2800,monthly
5545,HR & Admin Senior Executive,Defeem Sdn Bhd,Selangor - Others,MYR 3.5K - 4.5K monthly,MYR,3500,4500,monthly
5548,Jr/ Sr Relationship Manager (FIMM/ IPPC) - Open for Senior Personal Banker,Company Confidential,"Johor, Alor Setar, Sungai Petani, Kuala Lumpur, Melaka, Penang, Ipoh, Teluk Intan, Kota Kinabalu, Sandakan, Selangor, Kuching, Kemaman, Putrajaya",MYR 4K - 8K monthly,MYR,4000,8000,monthly
5549,Junior / Senior Finance Specialist,[BEST INC.]MAY EXPRESS LOGISTICS SDN. BHD.,Shah Alam/Subang,MYR 2K - 4K monthly,MYR,2000,4000,monthly
5551,Business Analyst_ Tech Consultants _ Senior Consultants,Agensi Pekerjaan CareerMaster Sdn Bhd,Kuala Lumpur,MYR 6.5K - 12K monthly,MYR,6500,1000,monthly
5555,Real Estate Negotiator | Property Agent | Sale Executive 房地产销售员/房地产中介,REVOLL REALTY SDN. BHD.,"Kuala Lumpur, Puchong",MYR 10K - 15K monthly,MYR,1000,1000,monthly
5557,Senior Web Graphic Designer (UI / UX),Market Sense Sdn Bhd,Kuala Lumpur,MYR 3.5K - 4.9K monthly,MYR,3500,4900,monthly
5558,Sr. Graphic Designer,AS White Global,Kuala Lumpur,MYR 5K - 7K monthly,MYR,5000,7000,monthly
5559,Frontend Developers (ReactJS),MINDTECK SOFTWARE MALAYSIA SDN BHD,Kuala Lumpur,MYR 4K - 7.5K monthly,MYR,4000,7500,monthly
5560,RM1500 - Technician (Diploma in Mechanical) - Petaling Jaya,Kelly Services (Malaysia) Sdn Bhd,Selangor,MYR 1.5K - 1.6K monthly,MYR,1500,1600,monthly
5561,Warehouse Executive,J&T EXPRESS (MALAYSIA) SDN. BHD. - SOUTH SELANGOR,Selangor,MYR 2K - 4K monthly,MYR,2000,4000,monthly
5569,Line Assistant,Prestar Precision Tube Sdn Bhd,Selangor,MYR 1.2K - 1.4K monthly,MYR,1200,1400,monthly
5570,Ecommerce Digital Marketer,Hypergear Malaysia Sdn Bhd,Puchong,MYR 3.5K - 6.5K monthly,MYR,3500,6500,monthly
5574,Accountant / Account Executive,TANJUNG MANIS CORPORATION SDN BHD,Ampang,MYR 2.5K - 3.7K monthly,MYR,2500,3700,monthly
5577,Project QAQC Engineer,Wilhelm Technologies Sdn Bhd,Johor - Others,MYR 4K - 6K monthly,MYR,4000,6000,monthly
5578,Aesthetic Doctor,Skin Town,Kuala Lumpur,MYR 10K - 15K monthly,MYR,1000,1000,monthly
5581,Senior Software Developer,WEMABOX SOLUTIONS SDN. BHD.,Ipoh,MYR 4K - 7.5K monthly,MYR,4000,7500,monthly
5582,ACCOUNTS CUM ADMIN ASSISTANT,NEWGATE SOFTWARE SDN. BHD.,Kuala Lumpur,MYR 2.2K - 3K monthly,MYR,2200,3000,monthly
5586,Team Lead - Software Engineer,Mywam Sdn Bhd,Kuala Lumpur,MYR 6.4K - 8.3K monthly,MYR,6400,8300,monthly
5589,Packaging Development Specialist,Michael Page International (Malaysia) Sdn Bhd,"Kuala Lumpur, Negeri Sembilan, Selangor",MYR 6K - 7.5K monthly,MYR,6000,7500,monthly
5590,Marketing Manager,RIMBA GLOVE SDN. BHD.,Ipoh,MYR 3K - 4.5K monthly,MYR,3000,4500,monthly
5599,Project Manager,Aik Bee Construction Sdn Bhd,"Kuala Lumpur, Negeri Sembilan, Selangor",MYR 6K - 8.4K monthly,MYR,6000,8400,monthly
5601,OFFICE CLERK,Mastering Services Sdn. Bhd.,"Kuala Lumpur, Subang Jaya",MYR 2.8K - 5K monthly,MYR,2800,5000,monthly
5604,SENIOR JAVA DEVELOPER,Trans Paramount Sdn Bhd,Petaling Jaya,MYR 7.9K - 10K monthly,MYR,7900,1000,monthly
5606,"Personal Banker Wealth - Sarawak Region (Kuching, Sibu & Sarikei)",RHB Banking Group,Sarawak,MYR 2.5K - 5K monthly,MYR,2500,5000,monthly
5608,Chef / Assistant Chef,Robataya Sdn. Bhd,"Kuala Lumpur, Selangor",MYR 2K - 3K monthly,MYR,2000,3000,monthly
5609,Mould Machinist,SUN NGAI SING MOULD INDUSTRIES SDN BHD,Puchong,MYR 1.8K - 3.5K monthly,MYR,1800,3500,monthly
5611,Social Media Executive,WAARNA APPAREL GROUP SDN BHD,Shah Alam/Subang,MYR 2.3K - 3K monthly,MYR,2300,3000,monthly
5614,Mobile Developer (RM5k - RM10k),Xendity Sdn Bhd,Kuala Lumpur,MYR 5K - 10K monthly,MYR,5000,1000,monthly
5616,FINANCE MANAGER,Koperasi Serbausaha Makmur Berhad,Kuantan,MYR 5K - 7K monthly,MYR,5000,7000,monthly
5618,Design Engineer (Graduate Trainee) – EE background,Plexus Manufacturing Sdn Bhd,Penang,MYR 2.8K - 3.5K monthly,MYR,2800,3500,monthly
5620,Artwork Designer (Modified Design) 设计人员(调图为主),Yuncheng Plate-Making Technology (M) Sdn Bhd (796811-V),"Melaka - Others, Selangor",MYR 2K - 3K monthly,MYR,2000,3000,monthly
5621,Production Supervisor,SKP PLAS SDN BHD,Johor Bahru,MYR 5K - 7K monthly,MYR,5000,7000,monthly
5622,Executive Recruiter,Infokall Solutions Sdn Bhd,Cyberjaya,MYR 2K - 2.8K monthly,MYR,2000,2800,monthly
5625,Mobile Developer (iOS or Android or Hybrid),Emerico Sdn Bhd,Petaling Jaya,MYR 4.5K - 8.5K monthly,MYR,4500,8500,monthly
5627,Assistant Storekeeper,Press Metal Aluminium Rods Sdn Bhd,Johor Bahru,MYR 1.6K - 2.2K monthly,MYR,1600,2200,monthly
5629,"Relationship Manager, Bancassurance Sales",Affin Bank Berhad,Kuala Lumpur,MYR 2.8K - 5K monthly,MYR,2800,5000,monthly
5630,Sales & Marketing Personnel 市场销售员,PMC Business Management,"Kuala Lumpur, Melaka, Negeri Sembilan, Pahang, Selangor",MYR 3.5K - 5K monthly,MYR,3500,5000,monthly
5631,SAP Consultant (BI/HANA),JUST BI SDN BHD,Kuala Lumpur,MYR 6K - 10K monthly,MYR,6000,1000,monthly
5633,Procurement Executive,Ann Joo Steel Berhad,Perai,MYR 2.6K - 3.2K monthly,MYR,2600,3200,monthly
5636,.Net Developer with Angular-HTC Global Services-Malaysia,HTC Global Services MSC Sdn Bhd,Kuala Lumpur,MYR 7K - 13K monthly,MYR,7000,1000,monthly
5637,"Mortgage Consultant, Bancaassurance",UPG Wealth Advisory,Selangor,MYR 4.5K - 9K monthly,MYR,4500,9000,monthly
5639,Embedded SW Engineer | Validation Test Engineer,B-Global Sdn Bhd,Penang,MYR 3K - 6K monthly,MYR,3000,6000,monthly
5640,Spare Parts Assistant /Executive,TRUCK WORLD AUTO ASSEMBLY SDN BHD,Klang/Port Klang,MYR 1.5K - 3K monthly,MYR,1500,3000,monthly
5643,PHP / Laravel Developer,i-Serve Group of Companies,Shah Alam/Subang,MYR 4K - 8K monthly,MYR,4000,8000,monthly
5645,E-Commerce Executive/Senior Executive,OneWorld Marketing Sdn Bhd,Shah Alam/Subang,MYR 2.5K - 4.5K monthly,MYR,2500,4500,monthly
5647,BASED IN KL./PENANG  !!  CONSTRUCTION PROJECT MANAGER-A1 MAIN CON,Search Index Pte Ltd,East,MYR 6K - 10K monthly,MYR,6000,1000,monthly
5648,Personal Banker Wealth - Selangor & N. Sembilan (Sungai Pelek & Nilai),RHB Banking Group,"Negeri Sembilan, Selangor",MYR 2.5K - 5K monthly,MYR,2500,5000,monthly
5649,Japanese Speaking Programmer (Contract based-renewable) @ KL [REF: KL],Agensi Pekerjaan Pasona Sdn Bhd,Kuala Lumpur,MYR 7K - 8.5K monthly,MYR,7000,8500,monthly
5650,Sales Representative- Automotive Lubricants,Timur Lube Sdn. Bhd.,"Bintulu, Kuching, Miri, Kota Kinabalu, Tawau",MYR 2K - 3K monthly,MYR,2000,3000,monthly
5651,Senior Finance/General Ledger Analyst (GL),Ambition Group Malaysia Sdn Bhd,Petaling Jaya,MYR 5K - 6.5K monthly,MYR,5000,6500,monthly
5655,AUDIT SENIOR ASSOCIATES,Rockingham Business Solutions Sdn. Bhd.,Petaling Jaya,MYR 4K - 4.5K monthly,MYR,4000,4500,monthly
5659,Product and Strategy Manager,Business Media International Sdn. Bhd.,Selangor,MYR 5K - 8K monthly,MYR,5000,8000,monthly
5660,Sales Executive,Team100,Selangor,MYR 3K - 6K monthly,MYR,3000,6000,monthly
5661,"Business Sales Executive (JB, Kuchai Lama, Kepong, Subang Jaya & Bkt Indah)",Company Confidential,"Johor Bahru, Kuala Lumpur, Cheras, Petaling Jaya, Puchong, Shah Alam/Subang, Subang Jaya",MYR 3.5K - 7K monthly,MYR,3500,7000,monthly
5665,Technical Engineer ( Mechanical ),HYUNDAI MASBOH SDN. BHD.,Kuala Lumpur,MYR 3.5K - 5.5K monthly,MYR,3500,5500,monthly
5666,Electronic Technician,Yi-Lai Industry Berhad,Johor,MYR 2K - 3.5K monthly,MYR,2000,3500,monthly
5673,Finance Manager,Ambition Group Malaysia Sdn Bhd,Puchong,MYR 11K - 15K monthly,MYR,1000,1000,monthly
5674,Multimedia Designer 多媒体设计师,AmLeisure Media Sdn Bhd,Kuala Lumpur,MYR 1.8K - 3.5K monthly,MYR,1800,3500,monthly
5678,Site Supervisor,YLL ER MECHANICAL SDN. BHD.,Kuala Lumpur,MYR 2K - 3.5K monthly,MYR,2000,3500,monthly
5679,Production Leader Assistant,Sinasahi Solder (M) Sdn Bhd,Johor Bahru,MYR 1.4K - 1.6K monthly,MYR,1400,1600,monthly
5684,Account Helpdesk Agent (Thai Speaker),IWG,Kuala Lumpur,MYR 3.8K - 5K monthly,MYR,3800,5000,monthly
5685,BI Analytics Senior Consultant (Azure Cloud),JUST BI SDN BHD,Kuala Lumpur,MYR 9K - 16K monthly,MYR,9000,1000,monthly
5686,Senior System Engineer,AGENSI PEKERJAAN ELS SDN. BHD.,"Kuala Lumpur, Selangor",MYR 7K - 9K monthly,MYR,7000,9000,monthly
5688,PEKERJA AM CUM PEMANDU FORKLIFT (PELABUHAN KLANG),Taiko Marketing Sdn. Bhd.,Klang/Port Klang,MYR 1.5K - 2.3K monthly,MYR,1500,2300,monthly
5690,Regional Senior Manager – Sales & Marketing Department.,TITAN PRECIOUS METALS ASIA SDN. BHD.,Kuala Lumpur,MYR 10K - 12K monthly,MYR,1000,1000,monthly
5695,Admissions Assessment Assistant (2 months),QS Enrolment Solutions,Kuala Lumpur,MYR 2.5K - 3K monthly,MYR,2500,3000,monthly
5697,Digital Marketing Coordinator,Ewarans Sdn Bhd,Kuala Lumpur,MYR 2.5K - 5K monthly,MYR,2500,5000,monthly
5698,Sales & Marketing Executive,STS Group,Johor,MYR 3K - 6K monthly,MYR,3000,6000,monthly
5699,Program / Fundraising Manager,COSHARE HOLDINGS BERHAD,Petaling Jaya,MYR 4K - 5K monthly,MYR,4000,5000,monthly
5700,Senior Exec Legal,Gibraltar BSN Life Berhad,Kuala Lumpur,MYR 5K - 7K monthly,MYR,5000,7000,monthly
5706,Inventory Analyst,Jie Communication Sdn Bhd (realme Malaysia）,Selangor,MYR 2.5K - 2.8K monthly,MYR,2500,2800,monthly
5707,Senior Manufacturing Engineer/ Senior Project Engineer (Semiconductor),Agensi Pekerjaan CareerMaster Sdn Bhd,Johor,MYR 5K - 8K monthly,MYR,5000,8000,monthly
5708,Interior Sales Designer,RED APPLE LIVING SDN. BHD.,Kuala Lumpur,MYR 3.5K - 6K monthly,MYR,3500,6000,monthly
5710,Logistic Coordinator,Atomy Malaysia Sdn Bhd,Kuala Lumpur,MYR 4.5K - 6.3K monthly,MYR,4500,6300,monthly
5714,Sales Financial Specialist (Insurance/Takaful) -can earn up to RM14K,Hon Jeh Group,"Kedah, Penang, Perak, Perlis",MYR 9K - 14K monthly,MYR,9000,1000,monthly
5724,Admin,ASUNG SDN. BHD.,Ampang,MYR 1.8K - 2.2K monthly,MYR,1800,2200,monthly
5726,"Full Stack Developer on C#, .NET Framework and Mobile Apps",TECH CENTRAL SOLUTIONS,Selangor,MYR 3K - 4.2K monthly,MYR,3000,4200,monthly
5727,Data Engineer (IIoT),Agensi Pekerjaan Execsearch Sdn Bhd,Selangor,MYR 4K - 6K monthly,MYR,4000,6000,monthly
5728,Executive Assistant to the Senior Leadership Team,CHARTERHOUSE MALAYSIA  SDN. BHD.,Kuala Lumpur,MYR 4K - 6K monthly,MYR,4000,6000,monthly
5733,Head of Business Transformation,Agensi Pekerjaan Hays (Malaysia) Sdn Bhd,Kuala Lumpur,MYR 25K - 30K monthly,MYR,2000,3000,monthly
5736,Lead Software Engineer,Ambition Group Malaysia Sdn Bhd,Kuala Lumpur,MYR 13K - 16K monthly,MYR,1000,1000,monthly
5737,Account Executive,Big Pharmacy Healthcare Sdn  Bhd,Johor Bahru,MYR 3K - 3.5K monthly,MYR,3000,3500,monthly
5738,Intern - HR & Admin,ViewQwest Management Sdn Bhd,Kuala Lumpur,MYR 1K - 1.5K monthly,MYR,1000,1500,monthly
5740,Senior Network Security Engineer (1 year contract),EPS Malaysia,"Kuala Lumpur, George Town",MYR 4K - 8K monthly,MYR,4000,8000,monthly
5741,Digital Marketing Manager,AFFIRM PLUS PROPERTIES SDN BHD,Kuala Lumpur,MYR 4.8K - 6K monthly,MYR,4800,6000,monthly
5743,Human Resources and Recruitment Manager,CY PLASTIC RECYCLING SDN BHD,Rawang,MYR 3K - 7K monthly,MYR,3000,7000,monthly
5745,Java Developer / Senior Java Developer,IFast Capital Sdn Bhd,Kuala Lumpur,MYR 5.4K - 10K monthly,MYR,5400,1000,monthly
5753,Senior Management Systems and Planning - Internal Audit,EITA Resources Bhd,Selangor,MYR 7K - 8K monthly,MYR,7000,8000,monthly
5754,DevOps Engineer / Senior DevOps Engineer,SWIFT SUPPORT SERVICES MALAYSIA SDN. BHD.,Kuala Lumpur,MYR 10K - 13K monthly,MYR,1000,1000,monthly
5755,Customer Service Executive | Immediate Hiring,TRANSCOSMOS (MALAYSIA) SDN. BHD.,Kuala Lumpur,MYR 2.2K - 3K monthly,MYR,2200,3000,monthly
5759,Sales Executive (Bandar Puteri Puchong),GENIUS PREMIER SDN BHD,Selangor,MYR 2.8K - 3.2K monthly,MYR,2800,3200,monthly
5761,Document Control Executive,Gabungan AQRS Berhad,Selangor,MYR 2.5K - 3.5K monthly,MYR,2500,3500,monthly
5765,Shipping Import and Export Officer,Katrin BJ Sdn Bhd,"Kuala Lumpur, Selangor",MYR 2.5K - 3.5K monthly,MYR,2500,3500,monthly
5766,HR Executive/ Officer (Johor Jaya),Agensi Pekerjaan GMRecruitment Sdn Bhd,Johor,MYR 2.8K - 3.8K monthly,MYR,2800,3800,monthly
5767,Human Resources Executive,The Coffee Bean & Tea Leaf (Malaysia) Sdn Bhd,Kuala Lumpur,MYR 3.5K - 4.5K monthly,MYR,3500,4500,monthly
5769,Digital Transformation Specialist,Agensi Pekerjaan Hays (Malaysia) Sdn Bhd,Kuala Lumpur,MYR 8K - 13K monthly,MYR,8000,1000,monthly
5772,SUPPLY CHAIN MANAGER,Huasin Food Industries Sdn Bhd,Shah Alam/Subang,MYR 6K - 8K monthly,MYR,6000,8000,monthly
5773,Boilerman Grade 1,Xinyi Solar (M) Sdn Bhd,Jasin,MYR 2.5K - 4.5K monthly,MYR,2500,4500,monthly
5775,Personal Banker Wealth @ Perak Region (Ipoh & Parit Buntar),RHB Banking Group,Perak,MYR 2.6K - 5K monthly,MYR,2600,5000,monthly
5777,Digital Automation Expert,Big Bath Sdn Bhd,Kuala Lumpur,MYR 4K - 8K monthly,MYR,4000,8000,monthly
5778,"Data Analyst, Senior Executive / Assistant Manager",BAWANGCHAJI GROUP SDN. BHD.,Kuala Lumpur,MYR 4K - 6K monthly,MYR,4000,6000,monthly
5780,Marketing Executive,Wah Kong Corporation Sdn Bhd,Shah Alam/Subang,MYR 3K - 4.5K monthly,MYR,3000,4500,monthly
5781,SALES & SERVICE ENGINEER,Shizusan Pack System (M) Sdn Bhd,Kajang/Bangi/Serdang,MYR 4K - 7.5K monthly,MYR,4000,7500,monthly
5782,Mechanical Design Engineer,ViTrox Corporation Bhd / ViE Technologies Sdn Bhd,Penang,MYR 3K - 4.2K monthly,MYR,3000,4200,monthly
5785,Account Executive,J&T EXPRESS (MALAYSIA) SDN. BHD. - SOUTH SELANGOR,Selangor,MYR 2.5K - 4K monthly,MYR,2500,4000,monthly
5789,HRBP,Ambition Group Malaysia Sdn Bhd,Kuala Lumpur,MYR 120K - 170K monthly,MYR,1000,1000,monthly
5796,Financial Advisor (High Basic Salary & Commission),PJ SHOEN WEALTH PLANNERS AGENCY,Selangor,MYR 5K - 9K monthly,MYR,5000,9000,monthly
5797,"Sales Designer, executive (Basic Salary + Attractive Commission Scheme)",Veroni Design Sdn. Bhd.,Puchong,MYR 2.3K - 3.2K monthly,MYR,2300,3200,monthly
5798,Office Manager,Agensi Pekerjaan Hays (Malaysia) Sdn Bhd,Kuala Lumpur,MYR 7K - 10K monthly,MYR,7000,1000,monthly
5800,Electrical Engineer | Salary Up To RM8K,Agensi Pekerjaan Jobbuilder Sdn Bhd (JTKSM143B),"Johor, Kedah, Kuala Lumpur, Kelantan, Melaka, Negeri Sembilan, Penang, Pahang, Perak, Perlis, Terengganu, Putrajaya",MYR 4K - 8K monthly,MYR,4000,8000,monthly
5803,Marketing Executive,Cosmopoint College,Kuala Lumpur,MYR 1.8K - 2.5K monthly,MYR,1800,2500,monthly
5804,Business Development Manager (IT),Adventus SouthEast Asia Sdn Bhd,"Kuala Lumpur, Selangor",MYR 3.5K - 7K monthly,MYR,3500,7000,monthly
5805,Customer Service Exe (normal working hour) - Subang/Kota Kemuning,Agensi Pekerjaan All Experts Consultant Sdn. Bhd,Selangor,MYR 2K - 3K monthly,MYR,2000,3000,monthly
5807,"Barista (AEON Tebrau, Johor)",Berjaya Starbucks Coffee Company Sdn Bhd,Johor Bahru,MYR 1.3K - 1.5K monthly,MYR,1300,1500,monthly
5813,Internship in 3D Printing,ENCUBIC SDN. BHD.,Kuala Lumpur,MYR 500 - 700 monthly,MYR,500,700,monthly
5815,客服专员,MATRIX TALENT HUMAN RESOURCES SDN. BHD.,Kota Kinabalu,MYR 1.6K - 2K monthly,MYR,1600,2000,monthly
5817,Storekeeper,AH CHENG LAKSA SDN BHD,Shah Alam/Subang,MYR 1.2K - 1.5K monthly,MYR,1200,1500,monthly
5818,Senior Executive International Tax,Tungsten Network,Kuala Lumpur,MYR 5K - 5.5K monthly,MYR,5000,5500,monthly
5819,Property Sales Agents,GLP properties (WINSTON TAN),Kuala Lumpur,MYR 10K - 20K monthly,MYR,1000,2000,monthly
5821,SUSHI CHEF,SUSHI TRAIN (MALAYSIA) SDN. BHD.,Kuala Lumpur,MYR 3.5K - 5.5K monthly,MYR,3500,5500,monthly
5824,Factory Manager,CY PLASTIC RECYCLING SDN BHD,Rawang,MYR 3K - 7K monthly,MYR,3000,7000,monthly
5825,Internship,Company Confidential,"Kuala Lumpur, Selangor",MYR 3K - 5K monthly,MYR,3000,5000,monthly
5826,Senior Human Resource Executive,FWF GROUP SDN. BHD.,Kuala Lumpur,MYR 4K - 4.5K monthly,MYR,4000,4500,monthly
5828,Sales Executive,Company Confidential,"Melaka, Penang, Pahang",MYR 2.2K - 3K monthly,MYR,2200,3000,monthly
5833,"Document Control, Manager [Attractive Package!!]",Company Confidential,Kuala Lumpur,MYR 12K - 15K monthly,MYR,1000,1000,monthly
5834,Buyer (Procurement Executive),Johnson Matthey Sdn Bhd,Nilai,MYR 3K - 4.5K monthly,MYR,3000,4500,monthly
5835,PURCHASING EXECUTIVE,Goodnite Sdn Bhd,Klang/Port Klang,MYR 1.8K - 3K monthly,MYR,1800,3000,monthly
5837,Administrative Assistant,RS Techwin Sdn Bhd,Kuala Lumpur,MYR 2K - 3K monthly,MYR,2000,3000,monthly
5838,Human Resource Executive (Recruitment),MYKORI HOLDINGS SDN. BHD.,Puchong,MYR 2.5K - 3.5K monthly,MYR,2500,3500,monthly
5842,Project / Service Engineer,Cortex Robotics Sdn Bhd,Bayan Lepas,MYR 2.8K - 3.5K monthly,MYR,2800,3500,monthly
5844,Sales Manager/Asst Manager (Dairy Ingredients) @ Petaling Jaya [REF:CW],Agensi Pekerjaan Pasona Sdn Bhd,Petaling Jaya,MYR 8K - 15K monthly,MYR,8000,1000,monthly
5845,T&E Lead,Agensi Pekerjaan Ellwood Consulting Sdn Bhd,Kuala Lumpur,MYR 5.5K - 7.7K monthly,MYR,5500,7700,monthly
5847,Senior Human Resource Executive,WEST RIVER ENGINEERING SDN BHD,Kuala Lumpur,MYR 2.5K - 3K monthly,MYR,2500,3000,monthly
5849,Weighbridge Clerk,Phosphate Resources (Malaysia) Sdn. Bhd.,Klang/Port Klang,MYR 1.5K - 1.8K monthly,MYR,1500,1800,monthly
5851,Fullstack Engineer,Ambition Group Malaysia Sdn Bhd,Kuala Lumpur,MYR 7K - 13K monthly,MYR,7000,1000,monthly
5854,Internship for IT Computing Student | Public transport accessibility,AGTIV Consulting Sdn Bhd,Kuala Lumpur,MYR 700 - 800 monthly,MYR,700,800,monthly
5857,Junior Accounts Executive,KLS Martin Malaysia Sdn Bhd,Penang - Others,MYR 2.8K - 4K monthly,MYR,2800,4000,monthly
5858,SUPPLY CHAIN MANAGER,Jora Jobs,Selangor,MYR 7K - 9.8K monthly,MYR,7000,9800,monthly
5859,Purchasing Executive,Conspec Builders (M) Sdn Bhd,Selangor,MYR 3K - 3.5K monthly,MYR,3000,3500,monthly
5860,Senior IT Infrastructure Associate (Server Admin),McDonald's Malaysia- Gerbang Alaf Restaurants Sdn Bhd,Selangor,MYR 3.2K - 6.4K monthly,MYR,3200,6400,monthly
5864,Customer Service cum Shipping Coordinator,SUZUYO MALAYSIA SDN. BHD.,Bukit Mertajam,MYR 2.9K - 3.5K monthly,MYR,2900,3500,monthly
5867,Process Executive (Thai/ Japanese Language),Cognizant Technology Solutions,Selangor,MYR 3K - 4K monthly,MYR,3000,4000,monthly
5868,Structural Design Engineer,HOCK LEONG ENGINEERING SDN. BHD.,Penang,MYR 2.8K - 3.5K monthly,MYR,2800,3500,monthly
5872,E-Commerce Support Representative,Intex Networking Sdn Bhd,Shah Alam/Subang,MYR 2K - 3.5K monthly,MYR,2000,3500,monthly
5878,Senior Sales and Marketing Executive,BCB Development Sdn Bhd,"Kuala Lumpur, Shah Alam/Subang",MYR 3K - 3.9K monthly,MYR,3000,3900,monthly
5879,Sales and Marketing Advisor ( Financial )  – Basic + Attractive Commission,DX Wealth Management,"Kuala Lumpur, Selangor",MYR 3K - 6K monthly,MYR,3000,6000,monthly
5880,Alibaba Sales Consultant,PanPages Trinity Sdn Bhd,"Penang, Selangor",MYR 3.5K - 6K monthly,MYR,3500,6000,monthly
5881,DOCUMENTATION,PURE-LINK LOGISTICS SDN. BHD.,Selangor,MYR 1.8K - 2.5K monthly,MYR,1800,2500,monthly
5882,SALES CUM MARKETING ADMIN,SVO Group Bhd,Kuala Lumpur,MYR 3K - 5K monthly,MYR,3000,5000,monthly
5886,Web Developer,KMSTUDIO SDN BHD,Kuala Lumpur,MYR 3.5K - 5.5K monthly,MYR,3500,5500,monthly
5887,Human Resource cum Finance Executive,Standard Coating (M) Sdn Bhd,Perai,MYR 3.5K - 4.2K monthly,MYR,3500,4200,monthly
5888,Cyber Security Analyst (Entry Level),Agensi Pekerjaan BGC Group (Malaysia) Sdn Bhd,Kuala Lumpur,MYR 2.5K - 5K monthly,MYR,2500,5000,monthly
5889,Document Controller,NM Packaging (M) Sdn Bhd,Johor Bahru,MYR 2.8K - 3.5K monthly,MYR,2800,3500,monthly
5891,Internship in Web Development,ENCUBIC SDN. BHD.,Kuala Lumpur,MYR 500 - 700 monthly,MYR,500,700,monthly
5892,Real Estate Negotiator / Property Agent,Kith and Kin Realty,Kuala Lumpur,MYR 5K - 10K monthly,MYR,5000,1000,monthly
5894,Software Engineer,Hawooo,Petaling Jaya,MYR 6.4K - 11K monthly,MYR,6400,1000,monthly
5896,Internship for Computer/IT Students,Asia Pacific School,Selangor,MYR 0 - 800 monthly,MYR,0,800,monthly
5900,"Supervisor, Outbound",7-Eleven Malaysia Sdn Bhd,Shah Alam/Subang,MYR 1.8K - 2K monthly,MYR,1800,2000,monthly
5909,Event Assistant,PUREWAX,Kuala Lumpur,MYR 1.7K - 2.2K monthly,MYR,1700,2200,monthly
5911,Payroll Consultant,WECONNECT ASIA GBS SDN. BHD.,George Town,MYR 4K - 5.5K monthly,MYR,4000,5500,monthly
5914,Human Resource cum Admin Executive (Malaysia),NORDIC GROUP LIMITED,"Tuas, West",MYR 2.5K - 4K monthly,MYR,2500,4000,monthly
5915,Sales Supervisor (KL/Johor/Negeri Sembilan/Melaka),Gentle Supreme Sdn Bhd,"Johor, Melaka, Kuala Lumpur, Negeri Sembilan",MYR 2.5K - 4.5K monthly,MYR,2500,4500,monthly
5918,Senior Software Engineer (Ruby),HT Tyrehub Sdn Bhd,Johor Bahru,MYR 4K - 8K monthly,MYR,4000,8000,monthly
5919,Project Manager (Contract based in Penang),Agency Pekerjaan  Zenith Services,Penang,MYR 4.5K - 6K monthly,MYR,4500,6000,monthly
